feature,segment,kind,labeled_n,active_approved_n,active_approved_realized_npv,reject_segment_validation_delta,active_declined_prior_approved_n,active_declined_prior_approved_realized_npv,approve_segment_validation_delta,actual_default_rate,approved_default_rate,mean_predicted_pd,calibration_error_actual_minus_pred,mean_margin_all_validation,prior_declined_share_all,all_validation_n,test_n,test_active_approved_n,auc_in_segment
credit_stress_index,"credit_stress_index_q3[0.5449,0.7288]",num,502,382,496099.6719604659,-496099.6719604659,120,-344378.28870850825,-344378.28870850825,0.2350597609561753,0.17539267015706805,0.21765415792213544,0.017405603034039874,0.025432150597846495,0.4403567447045708,897,1794,1127,0.6898393361581922
credit_stress_index,"credit_stress_index_q4[0.7288,0.9317]",num,415,211,199516.58510568808,-199516.58510568808,204,-895562.1560399652,-895562.1560399652,0.3349397590361446,0.17061611374407584,0.3294629631396859,0.005476795896458664,-0.03434657187840253,0.5378619153674833,898,1748,636,0.7427796892920446
credit_stress_index,"credit_stress_index_q5[0.9317,2.092]",num,332,121,184888.83925818242,-184888.83925818242,211,-804927.0004043146,-804927.0004043146,0.3674698795180723,0.15702479338842976,0.4276515378373345,-0.0601816583192622,-0.10913639489205472,0.6302895322939867,898,1793,289,0.766432474629196
cash_stress_index,"cash_stress_index_q1[-0.6864,0.02556]",num,707,707,1226704.5345736234,-1226704.5345736234,0,0.0,0.0,0.07072135785007072,0.07072135785007072,0.0924826891018617,-0.021761331251790986,0.08378042738581767,0.21269487750556793,898,1816,1810,0.539269406392694
cash_stress_index,"cash_stress_index_q2[0.02556,0.3134]",num,611,608,861066.1396394055,-861066.1396394055,3,-1348.1526822885585,-1348.1526822885585,0.12438625204582651,0.12171052631578948,0.11107529329159906,0.013310958754227456,0.07245699914688013,0.3195991091314031,898,1679,1580,0.5497417609444171
cash_stress_index,"cash_stress_index_q3[0.3134,0.6273]",num,451,332,371530.38551103184,-371530.38551103184,119,-11826.664446103685,-11826.664446103685,0.2261640798226164,0.20783132530120482,0.23369161652652717,-0.007527536703910764,0.027079379444881157,0.4972129319955407,897,1822,1046,0.5718720152817575
cash_stress_index,"cash_stress_index_q4[0.6273,1.509]",num,425,267,186264.32356513193,-186264.32356513193,158,-539744.2748250982,-539744.2748250982,0.28705882352941176,0.18726591760299627,0.2958788874116852,-0.008820063882273466,-0.034153327304518505,0.5267260579064588,898,1772,719,0.6890521019315047
cash_stress_index,"cash_stress_index_q5[1.509,3.671]",num,357,61,6649.729857588634,-6649.729857588634,296,-1543677.1776681514,-1543677.1776681514,0.49299719887955185,0.22950819672131148,0.48178150334582154,0.011215695533730308,-0.1235024650456627,0.6024498886414253,898,1726,129,0.7083751883475641
maturity_index,"maturity_index_q1[0.566,3.417]",num,420,287,385111.27406228567,-385111.27406228567,133,-709611.5558162236,-709611.5558162236,0.27380952380952384,0.1602787456445993,0.24647675666207816,0.027332767147445675,-0.024053729780619263,0.532293986636971,898,1777,853,0.7501781895937276
maturity_index,"maturity_index_q2[3.417,4.443]",num,460,343,393591.94646682695,-393591.94646682695,117,-406289.3883362235,-406289.3883362235,0.21956521739130436,0.13119533527696792,0.22754965272411065,-0.007984435332806294,-0.011646644903208405,0.48775055679287305,898,1675,901,0.7698364543975289
maturity_index,"maturity_index_q3[4.443,5.372]",num,493,371,510366.28892091324,-510366.28892091324,122,-318901.3107536063,-318901.3107536063,0.20081135902636918,0.1320754716981132,0.22355531017892669,-0.022743951152557507,0.0010907359567958878,0.4503901895206243,897,1798,1002,0.7294903348202839
maturity_index,"maturity_index_q4[5.372,6.371]",num,538,418,684695.7397490082,-684695.7397490082,120,-439823.8773154669,-439823.8773154669,0.17657992565055763,0.08373205741626795,0.20814287608466273,-0.03156295043410509,0.017465492067259062,0.40089086859688194,898,1790,1168,0.7938695497208031
maturity_index,"maturity_index_q5[6.371,9.915]",num,640,556,678449.8639477473,-678449.8639477473,84,-221970.13740012184,-221970.13740012184,0.18125,0.1474820143884892,0.1656328046736693,0.015617195326330685,0.0427762197042216,0.2873051224944321,898,1776,1360,0.6615556725454067
revenue_scale_index,"revenue_scale_index_q1[13.05,14.84]",num,466,343,363612.36779978266,-363612.36779978266,123,-278259.5695825896,-278259.5695825896,0.2145922746781116,0.1457725947521866,0.23783256811161482,-0.02324029343350323,-0.011975488689781693,0.48106904231625836,898,1791,863,0.7118032786885246
revenue_scale_index,"revenue_scale_index_q2[14.84,27.97]",num,478,368,617497.5455493799,-617497.5455493799,110,-332401.5532842474,-332401.5532842474,0.2196652719665272,0.14673913043478262,0.20934902008965336,0.010316251876873822,0.01038299430350346,0.46770601336302897,898,1748,1067,0.7208987616494318
revenue_scale_index,"revenue_scale_index_q3[27.97,29.26]",num,513,359,473543.8002490479,-473543.8002490479,154,-709293.6954628495,-709293.6954628495,0.22612085769980506,0.10863509749303621,0.2530893102855912,-0.026968452585786118,-0.024520554514333187,0.4280936454849498,897,1842,942,0.7790541127421176
revenue_scale_index,"revenue_scale_index_q4[29.26,30.09]",num,532,407,621558.2048261091,-621558.2048261091,125,-580971.19709096,-580971.19709096,0.20488721804511278,0.11302211302211303,0.21053705413733706,-0.005649836092224275,0.011475953215328301,0.40757238307349664,898,1770,1124,0.771238640553495
revenue_scale_index,"revenue_scale_index_q5[30.09,33.54]",num,562,498,576003.1947224615,-576003.1947224615,64,-195670.25420099555,-195670.25420099555,0.1708185053380783,0.13654618473895583,0.14884763518440056,0.02197087015367774,0.040240648361724064,0.3741648106904232,898,1663,1288,0.7265289699570815
platform_engagement_index,"platform_engagement_index_q1[-1.957,0.4116]",num,425,264,273638.0526854257,-273638.0526854257,161,-667744.8841775141,-667744.8841775141,0.31058823529411766,0.1856060606060606,0.2975975270313003,0.012990708262817341,-0.052015635873436036,0.5267260579064588,898,1790,699,0.7287852932050884
platform_engagement_index,"platform_engagement_index_q2[0.4116,1.174]",num,459,327,391547.29500559083,-391547.29500559083,132,-613800.4024925411,-613800.4024925411,0.23965141612200436,0.12844036697247707,0.24093666227936122,-0.0012852461573568674,-0.014778537523627589,0.4888641425389755,898,1821,943,0.7691065381609795
platform_engagement_index,"platform_engagement_index_q3[1.174,1.719]",num,487,373,452043.9960289564,-452043.9960289564,114,-407658.38283477083,-407658.38283477083,0.20123203285420946,0.12332439678284182,0.21442401618853613,-0.013191983334326668,0.01153353383130927,0.45707915273132665,897,1893,1189,0.7664209642725984
platform_engagement_index,"platform_engagement_index_q4[1.719,2.301]",num,565,463,681932.4378774698,-681932.4378774698,102,-262599.21275164816,-262599.21275164816,0.16460176991150444,0.11231101511879049,0.18350636719734367,-0.018904597285839236,0.033727663497051336,0.37082405345211583,898,1681,1189,0.7149512484053216
platform_engagement_index,"platform_engagement_index_q5[2.301,4.157]",num,615,548,853053.3315493388,-853053.3315493388,67,-144793.3873651681,-144793.3873651681,0.15121951219512195,0.12408759124087591,0.14832071214508266,0.002898800050039285,0.04717667806401439,0.3151447661469933,898,1625,1262,0.6610225353273185
bank_feed_support_index,"bank_feed_support_index_q1[-0.9,1.011]",num,916,685,964335.4994360527,-964335.4994360527,231,-737910.5793447956,-737910.5793447956,0.22161572052401746,0.145985401459854,0.22500109080056993,-0.003385370276552474,-0.006613602947581031,0.48997772828507796,1796,3535,1890,0.7250844623771064
bank_feed_support_index,"bank_feed_support_index_q2[1.011,1.022]",num,459,283,331281.5039679495,-331281.5039679495,176,-734567.8619234839,-734567.8619234839,0.28104575163398693,0.14840989399293286,0.2849585706599047,-0.00391281902591778,-0.04111014499186341,0.4882943143812709,897,1673,696,0.7493540051679586
bank_feed_support_index,"bank_feed_support_index_q3[1.022,1.032]",num,564,438,504341.6990492004,-504341.6990492004,126,-524958.7068588054,-524958.7068588054,0.21099290780141844,0.12557077625570776,0.2129529441887461,-0.0019600363873276683,0.01951742237373027,0.37193763919821826,898,1940,1257,0.7524596355396092
bank_feed_support_index,"bank_feed_support_index_q4[1.032,1.05]",num,612,569,852256.4106935787,-852256.4106935787,43,-99159.12149455708,-99159.12149455708,0.12254901960784313,0.1054481546572935,0.12972102069509867,-0.007172001087255533,0.0604050072582467,0.3184855233853007,898,1669,1442,0.6693234016139045
selection_support_index,"selection_support_index_q2[-0.03714,0.3142]",num,186,70,109934.32784934067,-109934.32784934067,116,-628409.0319744097,-628409.0319744097,0.4032258064516129,0.17142857142857143,0.4082111166766631,-0.004985310225050221,-0.0017880109489105342,0.7928730512249443,898,1824,769,0.7864264264264265
selection_support_index,"selection_support_index_q3[0.3142,0.7104]",num,574,340,314494.8358249444,-314494.8358249444,234,-916912.7179549586,-916912.7179549586,0.2961672473867596,0.17647058823529413,0.2969555430348733,-0.0007882956481137238,0.0237593550743591,0.3600891861761427,897,1767,1215,0.7150844496214328
selection_support_index,"selection_support_index_q4[0.7104,1.115]",num,880,692,806315.3583024493,-806315.3583024493,188,-430532.83561754425,-430532.83561754425,0.20227272727272727,0.1430635838150289,0.20718134284319453,-0.004908615570467262,0.04076143398337349,0.0200445434298441,898,1788,1432,0.7045480008963153
selection_support_index,"selection_support_index_q5[1.115,1.582]",num,898,873,1421470.5911700472,-1421470.5911700472,25,-23835.380782190572,-23835.380782190572,0.10690423162583519,0.09851088201603665,0.10972600332088261,-0.002821771695047423,0.07769197954101922,0.0,898,1725,1692,0.6076345594347465
prior_score_logit,"prior_score_logit_q3[-1.318,0.6043]",num,755,530,674037.8005006018,-674037.8005006018,225,-983612.3042830117,-983612.3042830117,0.23576158940397351,0.13962264150943396,0.25215458800738766,-0.016392998603414144,0.01598052961604776,0.15830546265328874,897,1838,1217,0.7458425018986232
prior_score_logit,"prior_score_logit_q4[0.6043,2.695]",num,898,676,901195.2197919425,-901195.2197919425,222,-698785.5740985818,-698785.5740985818,0.21937639198218262,0.14201183431952663,0.2207873337090281,-0.0014109417268454716,0.03213197616079382,0.0,898,1671,1277,0.7207687350195877
prior_score_logit,"prior_score_logit_q5[2.695,6.907]",num,898,769,1076982.0928542372,-1076982.0928542372,129,-414198.3912400485,-414198.3912400485,0.16815144766146994,0.11313394018205461,0.16453003193517438,0.003621415726295568,0.055411197595565745,0.0,898,1771,1532,0.7434860856228447
utilization_x_delinquency,"utilization_x_delinquency_q1[5.307e-05,0.02777]",num,730,729,1224138.803372173,-1224138.803372173,1,2348.626799501641,2348.626799501641,0.07123287671232877,0.07133058984910837,0.08550724605087047,-0.014274369338541704,0.08629557951923324,0.1870824053452116,898,1720,1717,0.4890231449965963
utilization_x_delinquency,"utilization_x_delinquency_q2[0.02777,0.06852]",num,608,606,897731.7819330042,-897731.7819330042,2,4854.710312745676,4854.710312745676,0.125,0.1254125412541254,0.1163238200847458,0.008676179915254198,0.07165452844453007,0.32293986636971045,898,1783,1700,0.5617085476850021
utilization_x_delinquency,"utilization_x_delinquency_q3[0.06852,0.1316]",num,505,438,410574.00314820185,-410574.00314820185,67,-90960.51646368024,-90960.51646368024,0.20594059405940593,0.18493150684931506,0.1896141316181822,0.016326462441223738,0.04636604033663062,0.43701226309921964,897,1781,1350,0.5833732975254172
utilization_x_delinquency,"utilization_x_delinquency_q4[0.1316,0.2407]",num,435,194,96069.49158042071,-96069.49158042071,241,-570704.0103770036,-570704.0103770036,0.33793103448275863,0.23711340206185566,0.3320049429338976,0.005926091548861034,-0.009390222388336285,0.5155902004454342,898,1748,495,0.632216080876795
utilization_x_delinquency,"utilization_x_delinquency_q5[0.2407,0.8488]",num,273,8,23701.0331129815,-23701.0331129815,265,-1442135.0798932058,-1442135.0798932058,0.5384615384615384,0.25,0.5973232579559823,-0.058861719494443854,-0.16924343493400096,0.6959910913140311,898,1784,22,0.6970359572400389
utilization_x_repayment_burden,"utilization_x_repayment_burden_q1[2.121e-05,0.002046]",num,704,703,1135687.9552094608,-1135687.9552094608,1,2348.626799501641,2348.626799501641,0.08806818181818182,0.08819345661450925,0.08104666354433004,0.007021518273851779,0.08363964578687674,0.21603563474387527,898,1736,1722,0.5656089840217062
utilization_x_repayment_burden,"utilization_x_repayment_burden_q2[0.002046,0.003971]",num,562,551,838339.9436351738,-838339.9436351738,11,-3445.2221228699755,-3445.2221228699755,0.12099644128113879,0.11978221415607986,0.11281519265522294,0.008181248625915849,0.07081635471922064,0.3741648106904232,898,1729,1595,0.5767444629673733
utilization_x_repayment_burden,"utilization_x_repayment_burden_q3[0.003971,0.006362]",num,530,434,459449.02570483164,-459449.02570483164,96,-193163.76450753058,-193163.76450753058,0.2188679245283019,0.18433179723502305,0.21275667607825963,0.006111248450042267,0.034221022757007974,0.40914158305462656,897,1691,1163,0.6310074129601866
utilization_x_repayment_burden,"utilization_x_repayment_burden_q4[0.006362,0.0101]",num,435,234,186894.16289521597,-186894.16289521597,201,-491039.32143298606,-491039.32143298606,0.27816091954022987,0.16666666666666666,0.3241089085515035,-0.045947989011273616,-0.018833833047367004,0.5155902004454342,898,1825,666,0.6680791703953256
utilization_x_repayment_burden,"utilization_x_repayment_burden_q5[0.0101,0.0585]",num,320,53,31844.02570209919,-31844.02570209919,267,-1411296.588357757,-1411296.588357757,0.496875,0.18867924528301888,0.5068259542038946,-0.009950954203894635,-0.14417422375614444,0.643652561247216,898,1835,138,0.7329387866713543
cash_x_payroll_regularity,"cash_x_payroll_regularity_q1[-6.731,-3.25]",num,288,149,53465.06883860901,-53465.06883860901,139,-633998.1968829616,-633998.1968829616,0.3263888888888889,0.18791946308724833,0.33955458429911417,-0.013165695410225275,-0.04370966448703636,0.49473684210526314,570,1098,380,0.701195437595964
cash_x_payroll_regularity,"cash_x_payroll_regularity_q2[-3.25,-1.953]",num,274,131,70172.2759557793,-70172.2759557793,143,-554877.956236108,-554877.956236108,0.3722627737226277,0.2366412213740458,0.3458842319639047,0.026378541758723006,-0.06403933882736541,0.5184534270650264,569,1083,308,0.6937414500683995
cash_x_payroll_regularity,"cash_x_payroll_regularity_q3[-1.953,3.16]",num,310,225,311313.19195103366,-311313.19195103366,85,-445405.5671299156,-445405.5671299156,0.23870967741935484,0.11555555555555555,0.2346248275268203,0.004084849892534548,-0.018764891234630827,0.45518453427065025,569,1129,640,0.8024507558405863
cash_x_payroll_regularity,"cash_x_payroll_regularity_q4[3.16,5.12]",num,393,380,492142.96927836345,-492142.96927836345,13,-5280.328798086155,-5280.328798086155,0.11704834605597965,0.10789473684210527,0.12272252900949103,-0.005674182953511381,0.06841151802705556,0.3093145869947276,569,1193,1085,0.6793634882846761
cash_x_payroll_regularity,"cash_x_payroll_regularity_q5[5.12,8.988]",num,431,430,795557.3370769888,-795557.3370769888,1,2618.0282171358467,2618.0282171358467,0.0765661252900232,0.07674418604651163,0.09456605290767145,-0.01799992761764825,0.08308417538480775,0.24385964912280703,570,1067,1050,0.48762753159738087
cash_x_payroll_regularity,cash_x_payroll_regularity_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
volatility_x_repayment_burden,"volatility_x_repayment_burden_q1[0.0004916,0.005625]",num,420,417,660538.3157695029,-660538.3157695029,3,-24864.503299736993,-24864.503299736993,0.08571428571428572,0.0815347721822542,0.08873080456571603,-0.003016518851430311,0.08003419249925772,0.2631578947368421,570,1054,1026,0.6758535879629629
volatility_x_repayment_burden,"volatility_x_repayment_burden_q2[0.005625,0.009326]",num,373,357,467635.1546539336,-467635.1546539336,16,13858.60718958747,13858.60718958747,0.12064343163538874,0.1092436974789916,0.12658244416727168,-0.005939012531882948,0.06199243241659366,0.3444639718804921,569,1198,1073,0.6262872628726287
volatility_x_repayment_burden,"volatility_x_repayment_burden_q3[0.009326,0.01383]",num,363,294,396840.9805815709,-396840.9805815709,69,-187180.75951863785,-187180.75951863785,0.19834710743801653,0.15306122448979592,0.20687906864408367,-0.00853196120606714,0.03516932697107467,0.36203866432337434,569,1105,779,0.669053073692249
volatility_x_repayment_burden,"volatility_x_repayment_burden_q4[0.01383,0.02113]",num,297,170,156055.04837332305,-156055.04837332305,127,-393824.43759626686,-393824.43759626686,0.27946127946127947,0.1588235294117647,0.2892149124834113,-0.009753633022131836,-0.013498330678788252,0.4780316344463972,569,1101,439,0.6821585407048756
volatility_x_repayment_burden,"volatility_x_repayment_burden_q5[0.02113,0.1362]",num,243,77,41581.34372244368,-41581.34372244368,166,-1044932.9276048813,-1044932.9276048813,0.46502057613168724,0.18181818181818182,0.4477757142227852,0.01724486190890201,-0.13854379402821268,0.5736842105263158,570,1115,148,0.7933968686181075
volatility_x_repayment_burden,volatility_x_repayment_burden_MISSING,num,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
bank_feed_x_utilization,"bank_feed_x_utilization_q1[0,0.1066]",num,993,798,1164696.5360603034,-1164696.5360603034,195,-459652.24879170646,-459652.24879170646,0.18529707955689828,0.13157894736842105,0.19468659611671182,-0.009389516559813543,0.012521850739495403,0.4471046770601336,1796,3527,2106,0.712225237813726
bank_feed_x_utilization,"bank_feed_x_utilization_q2[0.1066,0.366]",num,661,654,979481.8628860164,-979481.8628860164,7,2773.3802840505978,2773.3802840505978,0.10136157337367625,0.09938837920489296,0.1014717110077448,-0.00011013763406854393,0.0760451080002244,0.2630992196209587,897,1793,1721,0.6065003266495803
bank_feed_x_utilization,"bank_feed_x_utilization_q3[0.366,0.6042]",num,533,415,415644.3030893041,-415644.3030893041,118,-295516.72920948896,-295516.72920948896,0.225140712945591,0.1686746987951807,0.21895200239696105,0.006188710548629933,0.03517124115602855,0.4064587973273942,898,1804,1191,0.6572235673930589
bank_feed_x_utilization,"bank_feed_x_utilization_q4[0.6042,0.9722]",num,364,108,92392.41111115768,-92392.41111115768,256,-1344200.6719044973,-1344200.6719044973,0.4258241758241758,0.1574074074074074,0.4376200552101019,-0.011795879385926078,-0.11054450947047925,0.5946547884187082,898,1687,267,0.7565828059885784
bank_feed_x_repayment_burden,"bank_feed_x_repayment_burden_q1[0,0.004539]",num,980,785,1166128.3494300724,-1166128.3494300724,195,-459652.24879170646,-459652.24879170646,0.19081632653061226,0.1375796178343949,0.19503886521471694,-0.0042225386841046875,0.01199784020835111,0.45434298440979953,1796,3476,2052,0.7087213654233905
bank_feed_x_repayment_burden,"bank_feed_x_repayment_burden_q2[0.004539,0.008769]",num,586,558,671691.6215274719,-671691.6215274719,28,-1869.6174097572884,-1869.6174097572884,0.13139931740614336,0.12544802867383512,0.11528627589695987,0.01611304150918348,0.06494716724747668,0.346711259754738,897,1822,1643,0.676855560942005
bank_feed_x_repayment_burden,"bank_feed_x_repayment_burden_q3[0.008769,0.01283]",num,556,441,615781.8560695789,-615781.8560695789,115,-357559.8151387082,-357559.8151387082,0.18525179856115107,0.11564625850340136,0.20831844554668896,-0.023066646985537897,0.025984294168182123,0.38084632516703787,898,1706,1100,0.7264086242739879
bank_feed_x_repayment_burden,"bank_feed_x_repayment_burden_q4[0.01283,0.06175]",num,429,191,198613.28611965818,-198613.28611965818,238,-1277514.5882814701,-1277514.5882814701,0.3706293706293706,0.14659685863874344,0.3773212284010987,-0.006691857771728094,-0.08922395917622986,0.522271714922049,898,1813,490,0.7777544840437922
maturity_x_repayment_burden,"maturity_x_repayment_burden_q1[0.03876,0.2523]",num,484,418,614345.8795351512,-614345.8795351512,66,-223493.6085407802,-223493.6085407802,0.16942148760330578,0.12679425837320574,0.15255399646330908,0.016867491139996693,0.030124826666830397,0.4610244988864143,898,1594,1081,0.7099563159810702
maturity_x_repayment_burden,"maturity_x_repayment_burden_q2[0.2523,0.3645]",num,480,381,462741.0648275038,-462741.0648275038,99,-420107.0391826384,-420107.0391826384,0.22083333333333333,0.15223097112860892,0.1942594157359353,0.026573917597398022,0.00855132797079812,0.46547884187082406,898,1806,1121,0.7438704469781051
maturity_x_repayment_burden,"maturity_x_repayment_burden_q3[0.3645,0.4904]",num,515,388,510363.5186391405,-510363.5186391405,127,-474546.27172444155,-474546.27172444155,0.21165048543689322,0.1211340206185567,0.22412070100534406,-0.012470215568450849,0.00025557023900639247,0.4258639910813824,897,1847,1117,0.7502259682740543
maturity_x_repayment_burden,"maturity_x_repayment_burden_q4[0.4904,0.6887]",num,541,403,558832.4552826319,-558832.4552826319,138,-254437.7664883752,-254437.7664883752,0.18299445471349354,0.12158808933002481,0.2221467907053446,-0.039152335991851056,0.004745919323570924,0.3975501113585746,898,1822,1049,0.7212281182869417
maturity_x_repayment_burden,"maturity_x_repayment_burden_q5[0.6887,2.697]",num,531,385,505932.194862354,-505932.194862354,146,-724011.5836854068,-724011.5836854068,0.2448210922787194,0.12987012987012986,0.25180316320760326,-0.006982070928883866,-0.018046501184395908,0.4086859688195991,898,1744,915,0.7691252637636676
credit_x_cash_stress,"credit_x_cash_stress_q1[-0.3702,0.006103]",num,710,710,1234942.0387946,-1234942.0387946,0,0.0,0.0,0.07183098591549296,0.07183098591549296,0.0913432693143015,-0.019512283398808547,0.08412713960319358,0.20935412026726058,898,1791,1786,0.5301407361123509
credit_x_cash_stress,"credit_x_cash_stress_q2[0.006103,0.1728]",num,620,618,874147.1723544286,-874147.1723544286,2,-851.7167630907438,-851.7167630907438,0.12258064516129032,0.12135922330097088,0.11121862565094914,0.011362019510341173,0.07332109088651426,0.30957683741648107,898,1703,1634,0.5582309404024767
credit_x_cash_stress,"credit_x_cash_stress_q3[0.1728,0.5075]",num,462,374,381532.19581170427,-381532.19581170427,88,-88432.33235145026,-88432.33235145026,0.21428571428571427,0.1925133689839572,0.20857778595705587,0.005707928328658407,0.03521441987635159,0.48494983277591974,897,1826,1189,0.5872638228010129
credit_x_cash_stress,"credit_x_cash_stress_q4[0.5075,1.083]",num,414,209,124427.96974097624,-124427.96974097624,205,-444742.34375569306,-444742.34375569306,0.30676328502415456,0.215311004784689,0.3351038832680606,-0.028340598243906057,-0.03330622224578105,0.5389755011135857,898,1782,531,0.646931328705863
credit_x_cash_stress,"credit_x_cash_stress_q5[1.083,4.282]",num,345,64,37165.7364450724,-37165.7364450724,281,-1562569.876751408,-1562569.876751408,0.5014492753623189,0.21875,0.48546809968751314,0.015981175674805725,-0.13368635542781218,0.6158129175946548,898,1710,142,0.7203421158757897
is_missing_days_since_last_external_decline,is_missing_days_since_last_external_decline==0,cat,1160,811,1181666.9658356174,-1181666.9658356174,349,-1221476.0186382886,-1221476.0186382886,0.22758620689655173,0.12577065351418001,0.2477251581521209,-0.020138951255569165,-0.018906023835409645,0.4864984506418769,2259,4493,2233,0.7605878821699135
is_missing_days_since_last_external_decline,is_missing_days_since_last_external_decline==1,cat,1391,1164,1470548.147311164,-1470548.147311164,227,-875120.2509833532,-875120.2509833532,0.18835370237239396,0.1331615120274914,0.17902985250726908,0.009323849865124884,0.029473192243116002,0.37623318385650223,2230,4324,3052,0.7180271671884191
is_missing_days_since_last_inquiry_elsewhere,is_missing_days_since_last_inquiry_elsewhere==0,cat,1188,839,982339.384403177,-982339.384403177,349,-1319703.9369011796,-1319703.9369011796,0.24074074074074073,0.14064362336114422,0.2470918743247096,-0.006351133583968882,-0.019476982061771966,0.4823529411764706,2295,4499,2225,0.7543066689408152
is_missing_days_since_last_inquiry_elsewhere,is_missing_days_since_last_inquiry_elsewhere==1,cat,1363,1136,1669875.7287436044,-1669875.7287436044,227,-776892.3327204625,-776892.3327204625,0.1760821716801174,0.12235915492957747,0.17817062479553666,-0.0020884531154192754,0.030864259202244743,0.3787602552415679,2194,4318,3060,0.7170729444939151
is_missing_observed_cash_balance_p10,is_missing_observed_cash_balance_p10==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
is_missing_observed_cash_balance_p10,is_missing_observed_cash_balance_p10==1,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
is_missing_observed_monthly_revenue_avg_3mo,is_missing_observed_monthly_revenue_avg_3mo==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
is_missing_observed_monthly_revenue_avg_3mo,is_missing_observed_monthly_revenue_avg_3mo==1,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
is_missing_observed_overdraft_count_3mo,is_missing_observed_overdraft_count_3mo==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
is_missing_observed_overdraft_count_3mo,is_missing_observed_overdraft_count_3mo==1,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
is_missing_observed_revenue_trend_3mo,is_missing_observed_revenue_trend_3mo==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
is_missing_observed_revenue_trend_3mo,is_missing_observed_revenue_trend_3mo==1,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
is_missing_observed_revenue_volatility,is_missing_observed_revenue_volatility==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
is_missing_observed_revenue_volatility,is_missing_observed_revenue_volatility==1,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
is_missing_payroll_regularity_score,is_missing_payroll_regularity_score==0,cat,1696,1315,1722650.843100774,-1722650.843100774,381,-1636944.0208299356,-1636944.0208299356,0.20577830188679244,0.12091254752851711,0.20889482256692538,-0.0031165206801329337,0.005006680036476447,0.4042852125043906,2847,5578,3466,0.7611374528560761
is_missing_payroll_regularity_score,is_missing_payroll_regularity_score==1,cat,855,660,929564.2700460072,-929564.2700460072,195,-459652.24879170646,-459652.24879170646,0.20701754385964913,0.1484848484848485,0.2129895780357498,-0.005972034176100677,0.005336475514074214,0.47929354445797806,1642,3239,1819,0.6989233871639751
is_missing_prior_approved_amount,is_missing_prior_approved_amount==0,cat,2551,1975,2652215.1131467815,-2652215.1131467815,576,-2096596.2696216418,-2096596.2696216418,0.2061936495491964,0.130126582278481,0.21026723178913037,-0.004073582239933982,0.03534944010866676,0.0,2551,4964,3853,0.7404036990095291
